Id,Sura,Aya,Text,Comment,DetailComment
5209,64,10, Қаршилик қилган ва оятларимизни ёлғонлага чиқарганлар жаҳаннам аҳлидир. Улар унда ўлимсиз – мангу қолади. У жуда ёмон борар жой!,,
5210,64,11," Аллоҳнинг рухсатисиз, ҳеч нарса содир бўлмайди. Ким Аллоҳга ишонса, (Аллоҳ) уни қалбини тўғри йўлга буради. Аллоҳ ҳамма нарсани билади [*]. ","<p>
	[*]&nbsp; Оятнинг давоми инсонлар у куни ё жаннатга кириб муваффақиятга эришиши ёки, жаҳаннамга тушиб ҳамма яхшиликлардан маҳрум бўлиб йўқотиши ва зиён кўриши билдирилмоқда. Демак, оятдаги &quot;тағобун&quot; калимаси &quot;олди-берди&quot;, &quot;фойда-зиён&quot;, &quot;йўқотиш ва эришиш&quot;, деган маъноларни англатади. Луғат томонлама бунга ишорат қилмаса-да, бу ва кейинги оятлар мазмуни, шунга далолат қилади. Дунё бир бозор кабидир. Унга келган ёки фойда кўради, ёки зарар. ўша фойда ёки зарарини кўриши охиратда билинади. Бу ҳақидаги ўчаш оятлар: (Бақара 2:207), (Тавба 9:111), (Оли Имрон 3:77).&nbsp;</p>
",
5211,64,12," Аллоҳ ва Расулига итоат қилинглар. Юз ўгирсаларинг, (билингки) Элчимиз зиммасида етказиб қўйиш бор, холос.  ",,
5212,64,13," Аллоҳдан бошқа Илоҳ йўқ!. Шундай экан, мўминлар (Унга) суяниб-таянсин! ",,
5213,64,14," Эй мўминлар! Жуфтларингиз ва болаларингиз орасида сизларга нисбатан ҳаддан ошадиганлари бўлади. Шунда, уларга нисбатан диққат-эътирболи бўлинглар. Агар (уларни хатосини афв этиб) жазоламасанглар, ""янги саҳифа"" очсанглар ва кечириб юборсанглар, (билингларки) Аллоҳ ҳам кечиримли ва меҳрибондир. ",,
5214,64,15, Мол-мулкларингиз ва болаларингизнинг ўзи фақат имтиҳон (учун)дир. Ажр-мукофот эса Аллоҳ ҳузуридадир [*]. ,"<p>
	[*]&nbsp; &nbsp; Яъни, бу дунёда эришилган мол-давлатлар, фарзандлар, буларнинг бари имтиҳон учундир, вақтинчаликдир. Асл неъмат ва бахт жаннатда бўлади. Демак, бу дунёдаги неъматлар ва имкониятлар билан фахрланиб бўлмайди. Аксинча, охиратдаги асл мукофотга, бахт-саодатга эришиш учун, келгуси оятда келтирилган кўрсатмаларга амал қилиб яшаш керак.&nbsp; &nbsp;</p>
",
5215,64,16,"Имкон қадар Аллоҳга нисбатан жавобгарликни ҳис қилинглар, (Китобига) қулоқ солинг ва итоат қилинглар ҳамда хайр-эҳсон қилинглар, ўзингизга яхши бўлади. Кимки ичидаги бахилликдан сақланса, ана шулар нажот топувчилардир. ",,
5216,64,17,"Агар Аллоҳга чиройли қарз берсанглар, У сизларга кўпайтириб беради ва сизларни мағфират қилади. Аллоҳ яхшиликни мукофотсиз қолдирмайди, юмшоқ муомала қилади. ",,
5217,64,18," У махфий нарсаларни (ғайбни) ҳам, ошкор нарсаларни ҳам билувчидир, Ўз ишида ғолиб ва тўғри қарор берувчидир. ",,
5218,65,1,"Эй Пайғамбар! Аёлларингиздан ажрашсаларингиз, уларни иддасига хос равишда [1*] ажрашинглар ва иддаларини ҳисобланглар ва Роббингизга жавоб беришни ўйланглар! Уларни уйларидан чиқариб юборманглар, (ажрашган аёллар) ўзлари ҳам чиқмасин. Очиқ бир фаҳш ишга қўл урган бўлса бу бошқа [2*]. Булар Аллоҳнинг (оила масаласидаги) қарорларидир. Ким Аллоҳнинг қарорларини бузса, зулм қилган бўлади. Сиз билмайсиз, балки Аллоҳ бундан кейин янги бир ҳолатни ўртага чиқариб қўяр [3*]. ","<p>
	[1*]&nbsp; Иддаси учун, дегани аёлларни шариатга кўра ажрашишлари учун белгиланган вақтида, дегани (Ғарибул-Қуръон, Зайниддин Қосим Ҳанафий). Яъни, идда кутишни бошлай оладиган қилиб, одат тугаганидан кейин, яқинлик қилмасан ажрашиш керак.&nbsp;</p>
<p>
	[2*]&nbsp; Яъни, агар аёл фаҳш иш қилгани сабабли эри ундан ажрашган бўлса, ундай аёл эрининг уйида идда сақлаб ўтирмайди. Демак, фаҳш сабабли эмас, бошқа сабабли ажрашган аёлалрни эрларининг уйидан иддаларини куттирмай чиқариб юбориш, у аёлларга фаҳш ишга қўл урган аёлларга қилинадиган муомала қилинган бўлади. Шунинг учун, бу хусуда Аллоҳга тақво қилинглар, деб таъкидлаб қўйилди.&nbsp;</p>
<p>
	[3*]&nbsp; Идда кутишнинг ҳикматларидан бири, агар эр-хотин арзимаган сабабларга кўра ажрашмоқчи бўлган бўлса, идда ичида балки ўша сабаблар бартараф бўлар, муаммолар ечилар, балки ўзаро меҳр-муҳаббат ҳисси пайдо бўлар. Мана шунинг учун ҳам, ажрашмоқчи бўлган оилага эр ва хотин тарафидан иккита ҳакам (яраштириш комиссияси) тайинлаб юборилади (Нисо 4:135).&nbsp;</p>
",
5219,65,2,"(Идда) муддати ниҳоясига етганида, у аёлларни ё белгиланган — чиройли ҳолатда [1*] ушлаб қолинглар ёки, белгиланган — чиройли ҳолатда ажрашинглар. Орангиздан иккита адолатли кишини [2*] гувоҳ қилинглар ва гувоҳликни Аллоҳ учун тўғри бажаринглар. Булар, Аллоҳ ва охират кунига ишонган кишиларга қилинадитган ўгитдир. Кимки Аллоҳга қарши чиқишдан сақланса, (Аллоҳ) унга чиқиш йўлини очиб беради. ","<p>
	[1*]&nbsp; Маъруф, деб чиройли ва яхши экани, ақл ёки шариат (Қуръон) орқали ўрганиладиган ҳар бир нарсага айтилади (Муфрадот). Қуръондаги маъруф калимаси, Аллоҳ буюрган ва белгилаб қўйган ишларга айтилади. Қуръондаги ҳар бир буйруқ маъруф ҳисобланади. Инсонларнинг ҳаётидагиҳар бир чиройли сўз ва ҳаракатларга ҳам маъруф дейилади.&nbsp;</p>
<p>
	[2*]&nbsp;&nbsp; Мана шу оятга кўра, талоқ ишини гувоҳларсиз амалга оширилмаслик зарурлигини кўрсатади.&nbsp; Гувоҳлар эркак киши бўлиши ҳам аёл киши бўлиши ҳам мумкин.&nbsp;</p>
",
5220,65,3,"Ва кутмаган тарафидан унга ризқ беради. Кимки Аллоҳга суяниб-таянса, У унга кифоядир. Аллоҳ Ўз ишини ниҳоясига етказади. Аллоҳ ҳамма нарсага ўлчов қўйган [*].","<p>
	[*]&nbsp; Ҳамма нарсани ўлчови ва шарти бўлганидек, оиладаги ажрашиш масаласининг ҳам ўлчов ва шартлари бор. Бу оятларда кўрсатилган нарсалар талоқнинг ўлчов ва шартидир. Булар Аллоҳнинг талоқ масаласига қўйган қонун-қоидасидир.&nbsp;</p>
",
5221,65,4,"Одатдан тўхтаган аёлларингиздан (уларнинг ҳолатидан) шубҳа қилсангиз, уларнинг иддаси уч ойдир. (Бирон бир сабабга кўра) одат кўрмаган аёллар [*] ҳам (шундай). Ҳомиладор аёлларнинг (идда кутиш) муддати ҳомиласи туғишидир. Ким Аллоҳга қарши чиқишдан сақланса, (Аллоҳ) унинг ишини осонлаштириб қўяди. ","<p>
	[*]&nbsp; Яъни, ҳар қандай бир сабабга кўра одати кечикиб қолган ва ажрашиш қарори берилган кундан эътиборан уч ой муддат ичида одат кўрмаган аёллар.</p>
",
5222,65,5,"Бу, Аллоҳни сизларга туширган буйруғидир. Ким Аллоҳга қарши чиқишдан сақланса, (Аллоҳ) уни ёмонликларини тўсиб қўяди ва ажр-мукофотини улуғ қилиб беради. ",,
5223,65,6,"Имкониятингиз муқдорича ўзингиз яшаётган жойдан (уйдан) уларга (идда кутаётган аёлларга) ҳам жой беринг. Уларга (у уйни) тор қилиш учун зарар беришга уринманг. Агар ҳомила бўлсалар, туғиб олгунга қадар нафақасини бериб туринглар. Агар (болангизни) сизлар учун эмизиб берсалар, тўловларини беринг. Ўзаро белгиланган — чиройли ҳолатда иш юритинг. Агар (эмиздиришда) қийинчиликка дуч келсанглар, уни отаси учун бошқа аёл эмизади. ",,
5224,65,7,"Имконияти кенг киши, шароитидан келиб чиқиб нафақасини берсин [1*]. Ризқи ўлчаб қўйилган киши ҳам, Аллоҳ унга берган нарсадан нафақа берсин. Аллоҳ ҳеч кимга Ўзи берганидан ортиқча нарсага жавобгар қилмайди. Аллоҳ қийинчиликдан кейин енгиллик бериб қўяди [2*]. ","<p>
	[1*]&nbsp; Яъни, аввалги оятда кўрсатилган, эрининг уйида идда кутаётган аёлларга бериладиган махсус нафақа. Демак, эр бой бўлса, уйида идда кутаётган аёлга кенг шароит қилиб бериши керак. Буни талоқ қилганман, деб шароитини қийин қилиб бўлмайди.&nbsp;</p>
<p>
	[2*]&nbsp; Ўхшаш оятлар:&nbsp; (Иншироҳ 94:5-6).&nbsp;</p>
",
5225,65,8,"Не-не юртлар бор эди, у юртлар (аҳолиси) Робби ва Унинг элчилари амридан узоқлашиб/адашиб кетган. Биз уларни қаттиқ ҳисобга тортиб,  уларни мисли кўрилмаган азоб билан азобладик. ",,
5226,65,9,"Натижада, ўз қилмишларининг жазосини тотдилар ва ишларининг оқибати зиён бўлди. ",,
5227,65,10,"Аллоҳ уларга қаттиқ азоб тайёрлаб қўй(а)ди. Эй (Аллоҳга) ишонган, ақлу виждони соф кишилар!. Аллоҳга қарши чиқишдан сақланинг!. Шубҳасизки, Аллоҳ сизларга эслатувчи (насиҳат қилувчи) берди.",,
5228,65,11,"Имон келтириб хайрли ишларни амалга оширган кишиларни зулматлардан нурга олиб чиқиш учун сизларга Аллоҳнинг баёнотли оятларини тиловат [*] қилиб берадиган Элчи (юборди). Ким Аллоҳга ишониб яхши ишларни амалга оширса, (Аллоҳ) уни остидан анҳорлар оқиб турадиган жаннаталарга жойлаб қўяди. Улар унда мангу қолади. Аллоҳ унга чиройли ризқ бериб қўй(а)ди.","<p>
	[*]&nbsp; Тиловат &mdash; оятларни тушуниб ўқиш, тушунтириб бериш, мавзуга алоқадор оятларни кетма-кет ўқиш, деган маъноларни билдиради.</p>
",
5229,65,12,"Аллоҳ етти қават осмонни ва ердан ҳам худди шунча яратди. Ҳар нарсага бир ўлчов қўйган Аллоҳ эканини ҳамда илми ҳамма нарсани қамраб олган Аллоҳ эканини билиб олишингиз учун, (Илоҳий) буйруқ  улар орасида юриб туради. ",,
5230,66,1,Эй Пайғамбар! Аёлларингни кўнглини олиш учун [1*] нега Аллоҳ сенга ҳалол қилиб берган нарсани ўзингга ҳаром қиляпсан?![2*]. Аллоҳ кечиримли ва меҳрибондир. ,"<p>
	[1*]&nbsp; Бу оятда зикр қилинган аёл Мория онамиз экани айтилади. Росулуллоҳ Мория онамизни &quot;Сен менга ҳаромсан, сен билан қўшилмайман&quot;, деб, Расулуллоҳ ўзига ҳаром қилгани, бунга эса Оиша ва Ҳафса оналаримиз сабабчи бўлгани айтилади.&nbsp;</p>
<p>
	[2*]&nbsp; Аллоҳ ҳалол қилган нарсани ҳеч ким, ҳатто Пайғамбарлар ҳам ҳаром қила олмайди, У ҳаром қилган нарсани ҳеч ким ҳалол қила олмайди. Ўхшаш оят: (Аъроф 7:32,33).</p>
",
5231,66,2,"Шубҳасизки, (бундай) қасамларингизни бузишни Аллоҳ сизларга фарз қилди [*]. Аллоҳ сизларни (ҳимоячи) дўстингиздир. У билади ва тўғри қарор беради. ","<p>
	[*]&nbsp; (Бақара 2:226)-Мана шу оятдан келиб чиқиб, Расууллоҳдан қуйидагиларни айтгани ривоят қилинади: &quot;Гуноҳга қасам ичганнинг қасами, қасам эмас. Қариндош-уруғчиликни бузишга ичилган қасам, қасам эмас&quot;. (Абу Довуд, Талоқ 7, Ҳадис Но 2191) &quot;Бир масалада қасам ичиб, кейин ундан бошқа нарсани яхшироқ, деб билсанг, қасамингни буз, каффоратини бер ва яхши, деб билган ишингга кириш!&quot; (Бухорий, Аймон 1)</p>
",
5232,66,3,"Бир кун Пайғамбар аёлларидан бирига махфий гап гапирди. Аёли уни (бошқасига) хабар бериб қўйганида, Аллоҳ Пайғамбарга уни ошкор қилди. У ҳам (мавзунинг) бир қисмини (аёлига) билдирди, қолганини билдиришдан воз кечди. (Пайғамбар) аёлига билдирганида, ""Буни сизга ким билдирди?"", деди аёли. Пайғамбар: ""Менга (ҳамма нарсани) биладиган, мутлоқ хабардор Зот билдирди"" деди. ",,
5233,66,4,"(Эй Пайғамбарнинг ўша икки аёли!)[*] Агар иккалангиз ҳам Аллоҳга тавба қилсангиз (қилдингиз!) Чунки, қалбларингиз (ноҳақликка) мойил бўлди. Агар иккалангиз Пайғамбарга қарши ҳамкорлик қилаётган бўлсангиз, (билингларки) Аллоҳ унинг (ҳимоячи) дўстидир, жаброил ва яхши мўминлар ҳам.","<p>
	[*]&nbsp; Бу хитоб, Оиша ва Ҳафса онамизга хитоб қилингани айтилади (Имом Насоий, Воидий, Саҳиҳи Асбоби Нузул, Ибн Ҳажар Асқалоний, Фатҳул-Борий) Улар Расулуллоҳ, Мория онамозни ўзига ҳаром қилиб олишига сабаб бўладиган&nbsp;ишларни амалга оширгани айтилади.</p>
",
5234,66,5,"(Эй Пайғамбар аёллари!) Агар у сизлар билан ажрашса, Робби унга сизларни ўрнингизга сизлардан кўра яхшироқ, муслима, мўмина, итоатгўй, тавбакор, ибодатли ва рўза тутадиган жувон ва бокира жуфтлар бериб қўйиши мумкин!",,
5235,66,6,"Эй мўминлар! Ўзингизни ҳам оила-аъзоларингизни ҳам жаҳаннамдан сақлаб қолинг-ки, унинг ёқилғиси инсонлар ва тошлардир. Уни «тепасида»[*] қўпол ва қаттиққўл фаришталар бор. Улар Аллоҳнинг амрига қарши иш қилмайдилар, буюрилган ишларни бажарадилар. ","<p>
	[*]&nbsp;Тепасида деганда уст тарафида эмас, уни бошқарадиган деб тушунилади. Ўхшаш оятлар: (Анъом 6:61), (Наҳл 16:50), (Марям 19:64), (Анбиё 21:17).&nbsp;</p>
",
5236,66,7,"""Эй кофирлик қилганлар! Бугун узр сўраманг. Сизларга ўз қилмишларингизни жазоси аниқ берилади"", (дейилади)[*]. ","<p>
	[*]&nbsp; Дунёда кофирлик қилиб ўлган кишиларга, охиратда ҳеч қандай узб қолмайди. Узр сўрашга имкон ҳам берилмайди. Ўхшаш оятлар: (наҳл 16:84), (Рум 30:57), (Ғофир 40:52), (Жосия 45:35).&nbsp;</p>
",
5237,66,8,"Эй мўминлар! Аллоҳга самимий тавба қилинг!. Шояд, Роббингиз Пайғамбарни ва у билан бирга (Аллоҳга) ишонган — мўминларни хор қилмайдиган кунда, (тавбаларингиз сабабли) сизларни ёмонликларингизни йўққа чиқариб, сизларни остидан анҳорлар оқиб турадиган жаннатларга жойлар. Уларнинг нурлари олд ва ўнг тарафларида (ёритиб) юради. Улар: ""Роббимиз!. Бизга нуримизни тамомлаб бер ва бизни мағфират қил. Сен барча нарсага Қодирсан. ",,
5238,66,9,Эй Пайғамбар! Кофирлик қилувчиларга қарши кураш. Уларга қаттиқ тур [*]. Уларни борар жойи жаҳаннамдир!. У қандай ҳам ёмон борар жой! ,"<p>
	[*]&nbsp; Ушбу оятдаги мунофиқ ва кофирлар учун қаранг: (Тавба 9:68-73) ва изоҳлари.&nbsp;</p>
",
5239,66,10,"(Аллоҳ ва Расулига) қаршилик қилганларга, Аллоҳ Нуҳ билан Лутнинг аёлини мисол қилди. Улар иккита яхши бандамизнинг қўл остида эди. Шундай бўлса-да, иккаласи ҳам эрларига хиёнат қилди. Шунда, эрлари уларга Аллоҳ тарафидан келган нарсага (азобга) қарши асқота олмади. Уларга: ""Жаҳаннамга кирувчилар билан бирга сизлар ҳам киринглар"", дейил(а)ди.[*]","<p>
	[*]&nbsp; Оят матни ўтган замонга далолат қилувчи феъл билан келтирилган бўлса-да, келажакда бўлиши аниқ бўлгани учун, баъзи ўринларда ўтмиш замон феъли қўлланилади. Хали ҳануз жаҳаннамга биров кирмагани учун, бу оятга ҳам келажак маъно берилди.&nbsp;</p>
",
5240,66,11,"Имон келтирганларга эса, (Аллоҳ) Фиръавннинг аёлини мисол қилди. Бир куни у аёл шундай деган: ""Роббим! Ҳузурингда — жаннатда менга бир уй бино қилиб бер. Мени Фиръавн ва унинг қилмишларидан ҳам, золимлик қилувчи қавмдан ҳам қутқар""[*].","<p>
	[*]&nbsp; Осиё она, катта ҳукмронинг аёли бўллишига, дунёдаги энг ҳашаматли уйлардан бирига эга бўлишига, қўл остида турли хизматкорлар ва дунёвий катта имкониятларга эга бўлишига қарамасдан, улардан кўра жаннатда бир дона уйни афзал кўриб, Фиръавн ва унинг кифридан ҳамда, унга эргашган золимларнинг ҳақсизликларидан қутилмоқчи бўлган бу аёл, то қиёматгача муслима аёлларга энг гўзал намуна, ўрнак ва ибрат бўлиб қолади. Демак, имонга кириш учун албатта отаси ёки онаси мусулмон бўлиши ёки Исломий муҳитда яшаши шарт эмас. Мусулмон инсон, дунёнинг ҳар бир ерида мусулмон бўлиб яшай олади. Ундан ташқари, бир аёл Пайғамбарнинг хотини бўлиши, уни куфрдан сақлаб қолади ёки жаҳаннамдан сақлаб қолади, дегани бўлмайди. Имон ҳам амал ҳам, инсоннинг ўзи учун. Қиёматда ҳам, ҳамма ўзи учун жавоб беради. Фиръавн аёли ҳақидаги яна бир оят: (Қасос 28:9).&nbsp;</p>
",
5241,66,12,Номусини сақлаган Имроннинг қизи Марямни ҳам (Аллоҳ мисол қилди). Биз унга Ўз руҳимиздан уфлаганмиз. У Роббининг сўзларини ва Китобини тасдиқлаган ва итоат қилувчилардан бўлган (аёл) эди [*]. ,"<p>
	[*]&nbsp; Ўхшаш оятлар:&nbsp; (Оли Имрон 3:45), (Анбиё 21:91), (Муъминун 23:50).&nbsp;</p>
",
5242,67,1,Ҳукмронлиги Ўз қўлида [*] бўлган Зот (Аллоҳ)нинг шаъни улуғдир!. Уни керакли ҳамма нарсага кучи етади.,"<p>
	[*]&nbsp; Яъни, подшоҳлик ва ҳукмронлиги Ўз ихтиёридадир, бировни ёрдамига муҳтож бўлмас, бировга подшоҳликни мерос қилмасдан, бировдан ёрдам сўрамасдан Ўз қудрати билан подшоҳлик қилиб турадиган Ягона Зот Аллоҳдир.&nbsp;</p>
",
5243,67,2,"У ўлим билан ҳаётни – қай бирингизни амали гўзалроқ эканини синаш учун – яратди [*]. У Ўз ишида ғолибдир, кечиримлидир. ","<p>
	[*] Инсон ҳаётга келишидан олдин, у узра жуда узоқ вақт ўтиб кетган бўлади (Инсон 76:1). Инсонни дунёга келиши учун керакли моддалар бор эди, лекин уни ўзи бўлмаган. Инсон кейинчалик яратилади ва қаттиқ имтиҳондан ўтказилади. Кейин, ўлади ва уни шаклланиб туришига сабаб бўлган моддалар яна тупроққа айланиб кетади. Имтиҳонини натижасини кўриш учун, тупроқдан қайта тирилтирилади. Шундай қилиб, ҳар бир инсонни бошидан иккита ўлим ва иккита ҳаёт ўтади (Мўминун 40:11) ва (Бақара 2:28) ва қайтиб ўлмайди. Аввал ўлимни кейин эса ҳаётни яратилиши шуни ифода қилади.</p>
",
5244,67,3,"У етти қават осмонни бир-бирига мос қилиб яратди. Раҳмоннинг яратишида ҳеч қандай номуносиблик кўрмайсан. Кўзингни (ўша томонга) ўгир-чи, бирон бир ёриқ кўрармикансан?",,
5245,67,4,"Кейин такрор-такрор ўгирилиб қара, кўзинг сенга (ёриқ ва номуносиблик топа олмай) умидсиз ва толган ҳолда қайтади.",,
5246,67,5,"Яқин самони чироқлар (юлдузар) билан безадик ва уларни шайтонларга/коҳину фолбинларга ғайб хабаридан даъвогарлик қилишига[*] имкон бердик, улар учун қайноқ (жаҳаннам) азобини тайёрлаб қўйдик. ","<p>
	[*]&nbsp; &quot;Рожм&quot; калимасига берилган маъно учун ўхшаш оят: (Каҳф 18:22). Буюк муфассир Фахруддин Розийнинг ҳам бу оятга бўлган иккинчи қараши ҳам шундай. Юлдузларга қараб фол очувчи коҳин ва фолбинлар шайтон ва ёвуз инсонлар экани, уларнинг даъволари ёлғон ва сохта эканига ушбу оят далолат қилади.</p>
",
5247,67,6,Яратган Эгасига қарши чиққан/кофирларга жаҳаннам азоби бор. У нақадар ёмон жой!,,
5248,67,7,Улар у ерга ташланганида уни қайнаётгандаги ҳайқириғини [*] эшитишади. ,"<p>
	[*]&nbsp; &quot;У ерга ташланганларида, улар аланга билан тарқаб кетаётган иссиқ ҳавонинг шовқинини эшитадилар&quot;. Шаклида ҳам таржима қилганлар бўлган (Мақойис з-ф-р моддаси).</p>
",
5249,67,8,"(Жаҳаннам) аччиғидан сал қолса ёрилай дейди. Ҳар сафар унга бир тўда ташланганида, жаҳаннамнинг масъуллари улардан: ""Сизларга огоҳлантирувчи келмаганмиди?"", — деб сўрайди. ",,
5250,67,9,"Улар: ""Ҳа, бизга ҳақиқатда огоҳлантирувчи келган. Бироқ, биз уни ёлғончига чиқарганмиз ва Аллоҳ ҳеч нарса нозил қилмаган, сизлар қаттиқ залолатдасизлар деганмиз"", деб жавоб беради. ",,
5251,67,10,"Яна айтадиларки: ""Кошки, қулоқ солганимизда ёки ақлимизни ишлатганимизда, ҳозир қайноқ (жаҳаннам) аҳли орасида бўлмас эдик!""",,
5252,67,11,"Шу тариқа, ўз гуноҳларини эътироф қиладилар. Қайноқ (жаҳаннам) аҳлига паришонлик бўлсин! ",,
5253,67,12,Яратган Эгасидан ғойибона [1*] қўрқадиган кишиларга мағфират [2*] ва катта ажр (жаннат) бор. ,"<p>
	[1*]&nbsp; Оятдаги &quot;ғойибона&quot;, ибораси иккита маънони ўз ичига олади:</p>
<p>
	1) Аллоҳни, Аллоҳни берадиган жазо (Жаҳаннам)ни ва берадиган мукофот (Жаннат)ни кўрмасалар ҳам қўрқадилар,</p>
<p>
	2) Инсонлар кўрмайдиган холи жойда, ўзлари ёлғиз қолган вазиятларда ҳам, Аллоҳдан қўрқади.&nbsp;</p>
<p>
	[2*]&nbsp; Мағфират &mdash; Аллоҳ банданинг гуноҳларини кечириб, уни жаҳаннамдан қутқариб қолишидир.&nbsp;</p>
",
5254,67,13,"Сўзингизни хоҳ яширинг, хоҳ ошкор қилинг!. Албатта, У диллардагини ҳам билади.",,
5255,67,14,"Яратган билмайдими?!  У, энг кичик тафсилотларни ҳам билувчидир, хабардордир.",,
5256,67,15,"У сизларга ерни бўйсундириб берди. Хар тарафида кезиб, Унинг(Аллоҳни берган) ризқидан енглар. Қайтиш фақат Унинг ҳузуригадир.",,
5257,67,16,"Осмонда (ҳам илоҳ бўлган) Зот [*] сизларни ерга юттириб юборишидан омонда бўлдинггизми?!. (Ундай қиламан, деса) ер дарҳол силкина бошлайди.","<p>
	[*]&nbsp; Бу оятдаги &quot;фис-сама&quot;, ибораси Аллоҳнинг Зоти қаерда эканини билдириш учун эмас, баълки, Унинг ҳукми осмонда ҳам, сўзсиз ўтишига ишорат қилиш, Унинг шаънини улуғлаш учун келтирилган. (Зухруф 43:84) оятдаги &quot;Фил-арз&quot;, иборасидга &quot;Аллоҳ ерда&quot;, деб таржима қилинмаганидек,&nbsp; &quot;Фис-сама&quot;, иборасига ҳам &quot;Аллоҳ осмонда&quot;, деб таржима қилинмайди. Балки, Осмонда ҳам ерда ҳам, бир хил Илоҳлик қиладиган, осмонни ҳам ерни ҳам бошқариб турадиган, деган маъно берилади.&nbsp;&nbsp;</p>
",
5258,67,17,Ёки осмонда (ҳам Илоҳ бўлган) Зот тепангизга тош ёғдириб юборишидан омонда бўлиб олдингизми?!. Огоҳлантиришим қандай эканини яқидан билиб оласизлар!,,
5259,67,18,"Шубҳасизки, улардан аввалгилар ҳам (огоҳлантирувчини) ёлғонга чиқарган эди. (Қара!) Жазолашим қандай бўлди?! ",,
5260,67,19,Тепаларида қатор-қатор қанот қоқиб учаётган қушларни кўрмадиларми?. Уларни Раҳмондан бошқаси (самода) ушлаб тура олмайди [*]. У ҳамма нарсани кўради.,"<p>
	[*]&nbsp; Ўхшаш оятлар: (Наҳл 16:79), (Нур 24:41).&nbsp;</p>
",
5261,67,20,Раҳмонга қарши сизларга ёрдам берадиган у қайси қўшин [1*] экан?!. Албатта кофирлар алдовдадир [2*].,"<p>
	[1*] Аллоҳдан келадиган балони, Аллоҳнинг Ўзидан бошқа ҳеч ким даф эта олмайди, Аллоҳнинг азобига дучор бўлган кишига, Аллоҳдан бошқа ҳеч ким ёрдам бера олмайди.&nbsp;&nbsp;</p>
<p>
	[2*]&nbsp; Уйғоқ бўла туриб ҳам алданиб қолишга ғуру, дейилади (Муфрадот). Ҳозирда ундай кимсаларни, &quot;кўзи очиқ кўр&quot;, дейилади. Яъни, уйғоқ, кўи очиқ бўлсалар ҳам, шайтон ёки шайтонлшган инсонлар уларни алдаб қўяди. Баъзан, ўз орзу-истаклари, дунёга бўлган муҳаббатлари ва нафслари ўлзарини алдаб қўяди.&nbsp;&nbsp;</p>
",
5262,67,21,"Агар Аллоҳ ризқни (бермай) ушлаб қолса [1*], сизларга ризқ берадиган ким у?!. Аслида, у (кофир)лар бўйинтовлаш ва нафратдадир [2*]. ","<p>
	[1*]&nbsp; Осмондан тушаётган ёмғир суви, қуёш нури, эсиб турган шамол, ҳаво ва ҳаказолар, инссонни тирик қолиши учун,&nbsp; керакли бўлган нарсаларни, агар Аллоҳ бермай тўхтатиб қўйса, уларни Аллоҳдан бошқа ҳеч ким ўрнига қайтара олмайди ҳам, бера олмайди ҳам.&nbsp;&nbsp;</p>
<p>
	[2*]&nbsp; Ўхшаш оятлар:&nbsp; (Исро 17:41-46), (Фурқон 25:60), (Фотир 35:42).&nbsp;</p>
",
5263,67,22,"«Юзтубан» юрадиган киши тўғри бўладими ёки тўғри йўлда тик/дуруст юрадиган кишими?!
",,
5264,67,23,"Айт: ""Сизларни У вужудга келтирди ва сизларга тинглаш, кўриш ва кўнгил (виждон) берди. Сизлар эса қадрига жуда ҳам кам етяпсизлар!""",,
5265,67,24,"Айт: ""У сизларни ерда таратди"". Сизлар Унга қайтасизлар.",,
5266,67,25,"Улар: ""Агар ростгўй бўлсанглар, бу (қиёмат ҳақидаги) таҳдид қачон (бўлади)?"", демоқда [*]. ","<p>
	[*]&nbsp; Ўхшаш оятлар:&nbsp; (Юнус 10:48), (Исро 17:51), (Анбиё 21:38), (Намл 27:71), (Сажда 32:28), (Сабаъ 34:29), (Ясин 36:48).&nbsp;</p>
",
5267,67,26,"""(У ҳақидаги) илм фақат Аллоҳга хос. Мен очиқ-ойдин  огоҳлантирувчиман, холос"", деб айт [*].","<p>
	[*]&nbsp; Қиёмат илми фақат Аллоҳга тегишли экани, уни Аллоҳдан бошқа ҳеч ким билмаслиги ҳақидаги ўхшаш оятлар: (Аъроф 7:187), (Тоҳа 20:15), (Анбиё 21:109), (Луқмон 31:34), (Аҳзоб 33:63).&nbsp;</p>
",
5268,67,27,"У (кун)ни яқиндан кўришганида, кофирлик қилганларнинг юзи қаро бўлади ва уларга: ""Сўраган нарсангиз мана шу!"" дейилади.",,
5269,67,28,"Айт: ""Ҳеч ўйлаб кўрдингизми?. Агар, Аллоҳ мени ва менинг ёнимдагиларни вафот эттирса ёки марҳамат қилса, (бундай қилгани билан) кофирлик қилувчиларни аламли азобдан ким қутқара олади?!""  ",,
5270,67,29,"Айт: ""У яхшилиги чексиз Зотдир, биз Унга ишондик ва Унга суяниб-таяндик. Ким аниқ залолатда эканини яқинда билиб оласизлар"". ",,
